ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
11703,42,138.0,4,5796.0,2018-03-06,176,Cancelled,Planes,160.31,S502-1670,Customer_1260,+56-596-5379,6602 Main Street,London,74981,UK,LastName_99,FirstName_1289,Medium
11704,96,111.04,3,10659.84,2024-12-31,293,Shipped,Motorcycles,148.76,S256-9695,Customer_1682,+45-518-8281,2516 Main Street,Amsterdam,57766,USA,LastName_350,FirstName_176,Medium
11705,42,364.1,2,15292.2,2024-03-31,125,Shipped,Ships,472.91,S448-6243,Customer_1125,+18-191-3600,6329 Main Street,London,64628,France,LastName_446,FirstName_1931,Large
11706,48,204.86,5,9833.28,2020-12-29,147,Disputed,Vintage Cars,225.55,S674-1366,Customer_1703,+62-950-6626,1347 Main Street,Tokyo,84647,Canada,LastName_1244,FirstName_1034,Small
11707,59,246.8,3,14561.2,2018-10-08,78,Resolved,Ships,339.4,S406-2572,Customer_1626,+40-718-3706,5556 Main Street,Berlin,98104,Canada,LastName_880,FirstName_1880,Medium
11708,80,275.33,5,22026.4,2025-07-19,125,Resolved,Trains,373.8,S778-8796,Customer_558,+57-555-8116,5743 Main Street,Rome,51843,Japan,LastName_1839,FirstName_76,Medium
11709,3,187.21,3,561.63,2024-11-14,134,Disputed,Trains,258.98,S753-6012,Customer_456,+99-542-9798,7713 Main Street,Madrid,23349,Australia,LastName_1761,FirstName_841,Large
11710,23,475.87,1,10945.01,2024-07-12,136,Resolved,Trains,694.31,S598-7634,Customer_1939,+89-346-5889,1845 Main Street,Sydney,37591,Australia,LastName_1216,FirstName_950,Medium
11711,16,497.11,1,7953.76,2019-03-26,63,On Hold,Ships,596.98,S565-4747,Customer_1570,+37-729-5306,3939 Main Street,Toronto,96410,France,LastName_1422,FirstName_1099,Medium
11712,18,94.74,3,1705.32,2023-04-03,256,On Hold,Vintage Cars,113.86,S328-6613,Customer_554,+83-848-8992,5063 Main Street,Toronto,61577,Netherlands,LastName_674,FirstName_1794,Large
11713,48,239.12,5,11477.76,2025-06-17,160,Cancelled,Classic Cars,345.36,S649-7008,Customer_1980,+48-457-1289,9537 Main Street,Sydney,73698,Japan,LastName_618,FirstName_1706,Medium
11714,47,464.7,1,21840.9,2025-05-01,209,In Process,Motorcycles,540.05,S643-5300,Customer_1287,+82-220-4168,6727 Main Street,London,41239,Germany,LastName_1519,FirstName_1508,Large
11715,82,157.96,1,12952.72,2021-05-16,9,In Process,Motorcycles,189.65,S926-8284,Customer_1298,+92-198-5169,8073 Main Street,Tokyo,74112,Germany,LastName_1996,FirstName_596,Small
11716,72,181.16,3,13043.52,2024-05-31,174,Shipped,Planes,250.93,S611-5643,Customer_764,+92-884-7593,608 Main Street,Toronto,70487,USA,LastName_392,FirstName_1247,Medium
11717,13,19.45,4,252.85,2021-11-26,315,Disputed,Motorcycles,26.52,S140-2718,Customer_898,+96-136-7278,7537 Main Street,Tokyo,94699,France,LastName_1177,FirstName_69,Medium
11718,70,221.91,5,15533.7,2019-12-31,270,On Hold,Trucks and Buses,304.45,S507-3557,Customer_225,+96-917-6982,9475 Main Street,Berlin,97108,Netherlands,LastName_1579,FirstName_1621,Large
11719,55,228.13,2,12547.15,2021-12-16,101,In Process,Vintage Cars,342.18,S476-6833,Customer_1441,+68-708-7676,746 Main Street,Madrid,17575,Spain,LastName_263,FirstName_273,Large
11720,69,115.06,1,7939.14,2020-05-25,118,On Hold,Trains,131.47,S298-1119,Customer_153,+35-294-1772,9890 Main Street,Madrid,50617,UK,LastName_1009,FirstName_1301,Medium
11721,79,121.09,4,9566.11,2025-07-17,115,On Hold,Vintage Cars,167.7,S844-7783,Customer_905,+99-939-2024,4392 Main Street,Amsterdam,12929,Germany,LastName_1441,FirstName_1573,Large
11722,2,335.45,4,670.9,2025-07-21,116,On Hold,Trains,453.38,S963-6976,Customer_1149,+20-499-1412,8416 Main Street,London,54919,UK,LastName_1943,FirstName_1371,Medium
11723,31,449.49,4,13934.19,2024-08-18,135,Disputed,Trains,638.26,S244-9299,Customer_1770,+98-635-7395,7032 Main Street,Tokyo,23590,Canada,LastName_1660,FirstName_259,Large
11724,17,478.89,2,8141.13,2018-11-06,135,Disputed,Ships,558.65,S987-3606,Customer_1649,+49-184-2772,9595 Main Street,Madrid,94136,Netherlands,LastName_1163,FirstName_1651,Small
11725,43,406.91,3,17497.13,2022-06-04,163,In Process,Trucks and Buses,550.01,S379-7185,Customer_1874,+48-816-4518,2964 Main Street,Sydney,99973,Australia,LastName_574,FirstName_587,Small
11726,15,265.18,5,3977.7,2025-06-19,356,On Hold,Motorcycles,314.38,S560-4073,Customer_1047,+3-803-6539,2366 Main Street,New York,37010,Netherlands,LastName_1691,FirstName_1328,Large
11727,70,59.13,5,4139.1,2020-06-05,227,Disputed,Vintage Cars,77.18,S899-2633,Customer_1100,+36-982-9137,1316 Main Street,Paris,60069,UK,LastName_340,FirstName_58,Small
11728,34,334.32,2,11366.88,2020-03-23,124,On Hold,Trucks and Buses,498.11,S199-2823,Customer_379,+57-273-9875,3393 Main Street,Rome,11496,Germany,LastName_4,FirstName_1041,Medium
11729,100,203.5,3,20350.0,2023-04-04,247,Shipped,Ships,270.49,S531-8916,Customer_892,+14-656-4886,7620 Main Street,Rome,28924,Japan,LastName_765,FirstName_6,Medium
11730,54,330.56,1,17850.24,2025-02-20,213,Cancelled,Motorcycles,429.59,S142-5619,Customer_1118,+68-965-9456,6468 Main Street,Amsterdam,16465,France,LastName_211,FirstName_1027,Medium
11731,74,118.96,2,8803.04,2025-07-12,82,In Process,Trains,145.01,S436-7563,Customer_526,+79-539-8655,4891 Main Street,Toronto,87178,Japan,LastName_171,FirstName_822,Small
11732,42,361.78,2,15194.76,2024-10-31,349,Shipped,Vintage Cars,511.5,S356-1543,Customer_1977,+73-836-8971,254 Main Street,Berlin,49107,UK,LastName_689,FirstName_1668,Large
11733,15,355.53,5,5332.95,2023-01-20,349,Shipped,Motorcycles,469.63,S855-7123,Customer_1145,+74-202-4077,6507 Main Street,Amsterdam,28638,Japan,LastName_802,FirstName_952,Small
11734,60,145.86,1,8751.6,2021-09-22,126,Shipped,Planes,174.97,S507-3269,Customer_1600,+44-275-7578,57 Main Street,London,32836,Canada,LastName_868,FirstName_1171,Large
11735,97,22.29,5,2162.13,2023-02-09,187,On Hold,Planes,24.61,S985-4799,Customer_408,+99-476-9933,3782 Main Street,Amsterdam,49065,Germany,LastName_1398,FirstName_1719,Large
11736,82,50.51,4,4141.82,2022-01-23,229,Cancelled,Trains,62.15,S186-8864,Customer_638,+44-359-7183,9403 Main Street,Berlin,55240,Canada,LastName_54,FirstName_1795,Small
11737,95,49.93,1,4743.35,2018-12-29,77,Resolved,Classic Cars,58.71,S685-6413,Customer_753,+66-750-8900,9278 Main Street,Tokyo,11564,Germany,LastName_695,FirstName_1655,Large
11738,59,58.98,4,3479.82,2018-11-30,248,Disputed,Motorcycles,69.41,S453-7730,Customer_1025,+58-158-5971,1208 Main Street,London,43246,Italy,LastName_10,FirstName_676,Small
11739,51,134.15,2,6841.65,2025-02-12,323,Resolved,Planes,164.78,S344-8343,Customer_789,+72-365-2889,9132 Main Street,Madrid,62915,Spain,LastName_952,FirstName_1773,Large
11740,56,430.28,1,24095.68,2022-05-08,143,Cancelled,Trucks and Buses,529.18,S771-8455,Customer_1386,+82-784-4820,1312 Main Street,Madrid,40976,USA,LastName_467,FirstName_463,Small
11741,34,294.27,4,10005.18,2023-01-23,170,In Process,Trucks and Buses,440.76,S448-2905,Customer_1597,+1-409-9893,4603 Main Street,Amsterdam,15660,Japan,LastName_622,FirstName_1436,Medium
11742,93,402.98,1,37477.14,2024-01-27,47,On Hold,Vintage Cars,446.43,S449-5743,Customer_333,+62-152-8454,9738 Main Street,Tokyo,57170,Japan,LastName_1471,FirstName_1823,Medium
11743,62,212.64,1,13183.68,2019-03-07,55,Shipped,Vintage Cars,314.99,S689-8744,Customer_804,+40-560-6931,4751 Main Street,Sydney,64831,Australia,LastName_945,FirstName_307,Large
11744,73,397.22,2,28997.06,2019-11-13,198,Disputed,Planes,470.32,S619-6535,Customer_550,+88-125-4329,9503 Main Street,New York,89803,Netherlands,LastName_529,FirstName_1960,Large
11745,49,268.93,3,13177.57,2022-09-04,5,In Process,Vintage Cars,373.66,S846-3981,Customer_1889,+84-835-7680,1109 Main Street,Berlin,78079,UK,LastName_1908,FirstName_840,Large
11746,61,26.55,4,1619.55,2022-12-11,233,In Process,Planes,33.18,S141-4360,Customer_1167,+73-945-7656,2365 Main Street,Rome,39205,Spain,LastName_960,FirstName_1207,Small
11747,96,405.87,4,38963.52,2018-10-13,343,Shipped,Motorcycles,600.1,S877-4905,Customer_733,+16-233-7872,2825 Main Street,London,96597,USA,LastName_834,FirstName_1106,Large
11748,22,150.84,2,3318.48,2020-08-07,98,Disputed,Trains,180.52,S906-3344,Customer_442,+79-703-4764,4133 Main Street,Paris,59687,USA,LastName_1613,FirstName_822,Large
11749,4,418.91,4,1675.64,2024-05-07,132,Disputed,Classic Cars,574.75,S102-7534,Customer_1254,+45-770-3138,3125 Main Street,Sydney,67363,Netherlands,LastName_1803,FirstName_803,Medium
11750,100,78.88,3,7888.0,2019-01-06,69,Resolved,Trucks and Buses,94.42,S832-1795,Customer_68,+49-982-5340,4159 Main Street,Amsterdam,82834,Australia,LastName_589,FirstName_1089,Medium
11751,100,474.07,2,47407.0,2019-03-13,59,Resolved,Ships,664.35,S918-9524,Customer_1605,+2-362-3731,5933 Main Street,Sydney,50765,UK,LastName_1085,FirstName_1643,Small
11752,42,131.31,4,5515.02,2022-08-08,154,Cancelled,Trucks and Buses,161.93,S130-8858,Customer_1142,+55-663-9684,7318 Main Street,Amsterdam,62020,USA,LastName_1391,FirstName_370,Small
11753,30,363.83,2,10914.9,2019-11-23,62,Cancelled,Motorcycles,533.67,S135-2524,Customer_1273,+92-433-7574,6795 Main Street,Berlin,87577,Japan,LastName_1356,FirstName_270,Large
11754,61,287.27,4,17523.47,2019-10-16,265,In Process,Classic Cars,410.95,S816-2249,Customer_516,+21-924-6074,9297 Main Street,Sydney,63568,UK,LastName_1181,FirstName_1675,Small
11755,61,458.7,5,27980.7,2022-05-26,158,On Hold,Motorcycles,582.94,S340-4189,Customer_1557,+24-654-9299,109 Main Street,Madrid,10588,USA,LastName_664,FirstName_161,Large
11756,6,97.61,4,585.66,2021-07-02,173,Disputed,Motorcycles,113.23,S121-3410,Customer_1395,+21-848-1059,1348 Main Street,Madrid,57297,France,LastName_751,FirstName_1940,Medium
11757,9,205.19,5,1846.71,2023-08-03,317,Cancelled,Ships,296.7,S169-1910,Customer_1779,+35-515-7800,2157 Main Street,Madrid,51882,USA,LastName_1598,FirstName_201,Medium
11758,22,208.82,5,4594.04,2023-01-07,129,On Hold,Classic Cars,298.63,S335-7524,Customer_114,+62-647-6597,4790 Main Street,Amsterdam,34725,Germany,LastName_28,FirstName_1174,Medium
11759,65,476.65,2,30982.25,2020-09-01,352,Resolved,Classic Cars,600.18,S824-1171,Customer_873,+7-914-2440,4254 Main Street,Sydney,68383,Japan,LastName_315,FirstName_470,Small
11760,52,247.86,3,12888.72,2025-06-11,272,On Hold,Planes,342.41,S735-8541,Customer_15,+13-473-1725,1751 Main Street,Tokyo,66660,Spain,LastName_1248,FirstName_1735,Medium
11761,86,74.79,5,6431.94,2019-06-13,179,Shipped,Planes,86.18,S222-3535,Customer_1126,+93-838-6780,2070 Main Street,Berlin,39732,UK,LastName_1986,FirstName_1158,Medium
11762,1,417.36,5,417.36,2025-04-05,101,In Process,Planes,515.93,S265-2689,Customer_704,+69-746-7094,5288 Main Street,Toronto,20135,Italy,LastName_1726,FirstName_433,Large
11763,83,227.38,3,18872.54,2024-09-29,84,Shipped,Trains,292.56,S950-8528,Customer_620,+90-979-2813,5076 Main Street,London,49194,Netherlands,LastName_1661,FirstName_958,Small
11764,75,211.9,4,15892.5,2019-06-18,177,Resolved,Motorcycles,276.92,S658-4895,Customer_1420,+9-282-5921,9423 Main Street,Madrid,68921,Germany,LastName_1556,FirstName_1893,Large
11765,56,357.06,4,19995.36,2023-05-21,87,On Hold,Trucks and Buses,420.08,S413-4236,Customer_1290,+44-980-5985,7577 Main Street,Amsterdam,74934,UK,LastName_1237,FirstName_1996,Medium
11766,47,243.51,3,11444.97,2022-07-22,364,On Hold,Classic Cars,354.97,S987-1704,Customer_1710,+21-728-1768,3710 Main Street,Paris,79984,USA,LastName_1313,FirstName_608,Small
11767,38,240.74,4,9148.12,2018-07-27,320,Shipped,Ships,269.61,S393-1155,Customer_1232,+9-529-6805,7913 Main Street,Berlin,72636,Italy,LastName_262,FirstName_590,Small
11768,52,197.15,2,10251.8,2019-05-31,187,On Hold,Planes,228.99,S133-4617,Customer_845,+77-336-1869,9756 Main Street,Toronto,45183,USA,LastName_1869,FirstName_206,Large
11769,43,82.67,2,3554.81,2019-03-22,363,Shipped,Trains,106.15,S939-3986,Customer_812,+40-167-5237,8051 Main Street,Sydney,65194,Japan,LastName_1986,FirstName_1614,Small
11770,2,320.73,5,641.46,2020-12-25,64,Resolved,Trains,381.38,S437-9642,Customer_1510,+35-559-6016,2681 Main Street,London,85393,Netherlands,LastName_1306,FirstName_497,Large
11771,98,168.29,4,16492.42,2025-09-04,212,Disputed,Vintage Cars,238.13,S916-2350,Customer_723,+32-983-1325,2766 Main Street,London,66528,UK,LastName_1520,FirstName_617,Medium
11772,94,391.89,4,36837.66,2021-08-21,5,Shipped,Ships,462.87,S719-1260,Customer_1177,+5-820-1910,7084 Main Street,Paris,69412,Italy,LastName_139,FirstName_1771,Large
11773,40,157.54,4,6301.6,2023-08-24,250,Cancelled,Trains,219.77,S432-6211,Customer_533,+85-153-5655,2885 Main Street,Berlin,26376,Italy,LastName_1269,FirstName_1010,Large
11774,19,364.82,1,6931.58,2022-11-09,226,On Hold,Trains,527.25,S684-4680,Customer_1274,+26-413-4787,9414 Main Street,Rome,87002,USA,LastName_568,FirstName_655,Small
11775,95,391.16,5,37160.2,2020-01-21,352,On Hold,Classic Cars,510.6,S671-4644,Customer_685,+59-302-5065,8372 Main Street,Toronto,39008,Germany,LastName_41,FirstName_1914,Medium
11776,30,145.84,2,4375.2,2025-01-20,347,Cancelled,Motorcycles,170.97,S335-7932,Customer_636,+13-965-3928,2500 Main Street,Paris,72344,France,LastName_45,FirstName_1298,Large
11777,69,193.41,4,13345.29,2019-10-07,28,Cancelled,Classic Cars,239.58,S431-2189,Customer_819,+7-228-5072,2164 Main Street,Sydney,22561,USA,LastName_999,FirstName_1452,Small
11778,47,474.13,3,22284.11,2023-12-29,255,Shipped,Trains,633.01,S373-1857,Customer_560,+20-255-5901,5586 Main Street,Rome,50048,Canada,LastName_162,FirstName_1216,Large
11779,21,191.95,3,4030.95,2018-12-25,67,On Hold,Classic Cars,250.36,S932-1583,Customer_1928,+63-889-9468,1235 Main Street,Tokyo,21944,Germany,LastName_1685,FirstName_1501,Medium
11780,3,181.16,2,543.48,2025-09-21,158,Resolved,Trucks and Buses,266.78,S170-8707,Customer_226,+43-808-9146,5146 Main Street,Sydney,75034,Canada,LastName_1832,FirstName_1909,Medium
11781,56,400.8,2,22444.8,2023-10-11,323,Disputed,Classic Cars,598.1,S519-5030,Customer_36,+56-223-7725,2198 Main Street,Toronto,97995,Netherlands,LastName_1346,FirstName_747,Large
11782,56,126.35,2,7075.6,2018-02-07,0,In Process,Vintage Cars,186.47,S420-1680,Customer_593,+20-156-6151,9947 Main Street,Amsterdam,96445,Italy,LastName_1026,FirstName_1657,Medium
11783,86,329.54,5,28340.44,2022-12-30,235,Shipped,Trucks and Buses,387.52,S320-7921,Customer_50,+65-143-1621,1791 Main Street,New York,20308,France,LastName_1568,FirstName_1545,Medium
11784,94,57.06,1,5363.64,2020-06-05,307,Cancelled,Vintage Cars,81.73,S637-9205,Customer_1142,+13-650-4393,627 Main Street,Paris,61214,Canada,LastName_791,FirstName_1922,Small
11785,72,266.27,4,19171.44,2023-09-13,242,Disputed,Planes,371.06,S190-9641,Customer_1674,+88-461-7888,9763 Main Street,New York,55943,USA,LastName_1354,FirstName_1211,Medium
11786,43,496.7,5,21358.1,2024-01-06,82,In Process,Vintage Cars,581.36,S135-1197,Customer_982,+20-831-8999,2566 Main Street,New York,93665,Netherlands,LastName_230,FirstName_1379,Large
11787,38,229.24,2,8711.12,2023-02-20,107,On Hold,Vintage Cars,278.09,S577-9450,Customer_458,+94-841-1471,8741 Main Street,Berlin,16516,Italy,LastName_1237,FirstName_909,Large
11788,98,303.22,5,29715.56,2022-03-01,52,Disputed,Trucks and Buses,375.59,S390-9988,Customer_419,+53-572-2301,4264 Main Street,Rome,73020,France,LastName_1156,FirstName_73,Medium
11789,49,268.16,4,13139.84,2023-01-15,190,Shipped,Trains,355.17,S881-9051,Customer_1830,+13-186-7962,4987 Main Street,Sydney,66506,USA,LastName_720,FirstName_1370,Large
11790,47,412.3,2,19378.1,2021-05-28,127,Shipped,Planes,461.58,S740-8190,Customer_430,+76-250-1266,531 Main Street,London,55808,Netherlands,LastName_1710,FirstName_1969,Medium
11791,55,172.33,2,9478.15,2020-09-10,240,Disputed,Vintage Cars,222.8,S347-1301,Customer_1387,+26-201-7201,8113 Main Street,Amsterdam,73049,Canada,LastName_1213,FirstName_1604,Small
11792,54,62.79,3,3390.66,2024-02-21,246,Disputed,Classic Cars,69.39,S205-3352,Customer_538,+86-158-3269,6144 Main Street,Paris,54173,Australia,LastName_49,FirstName_1348,Small
11793,44,154.94,1,6817.36,2023-09-09,18,Disputed,Planes,206.76,S663-4420,Customer_1164,+64-511-8507,3882 Main Street,Amsterdam,76846,Spain,LastName_277,FirstName_635,Medium
11794,13,201.95,1,2625.35,2020-04-08,144,Cancelled,Planes,239.9,S787-1973,Customer_57,+4-694-2302,4769 Main Street,Berlin,51008,UK,LastName_1260,FirstName_630,Large
11795,29,493.1,4,14299.9,2025-10-03,365,On Hold,Motorcycles,628.74,S681-7762,Customer_644,+35-523-7348,2501 Main Street,Amsterdam,91159,Spain,LastName_1420,FirstName_399,Medium
11796,13,265.72,4,3454.36,2019-10-05,74,On Hold,Classic Cars,340.37,S435-7622,Customer_115,+1-269-3087,4093 Main Street,New York,26992,Germany,LastName_1837,FirstName_1954,Medium
11797,5,192.42,4,962.1,2023-01-24,52,Cancelled,Trucks and Buses,217.73,S477-9497,Customer_1155,+95-144-5299,1676 Main Street,Amsterdam,92448,UK,LastName_1582,FirstName_1766,Large
11798,2,175.04,4,350.08,2022-07-07,220,Shipped,Ships,230.51,S217-3944,Customer_446,+75-230-8992,8638 Main Street,Amsterdam,48523,France,LastName_996,FirstName_1301,Large
11799,5,296.01,4,1480.05,2020-03-04,213,Shipped,Trucks and Buses,342.25,S500-6291,Customer_1699,+71-929-5617,4961 Main Street,Paris,30354,USA,LastName_297,FirstName_328,Medium
11800,89,282.11,3,25107.79,2024-01-08,278,In Process,Classic Cars,392.04,S350-8561,Customer_481,+60-178-5918,6013 Main Street,New York,39669,Canada,LastName_1716,FirstName_1712,Small
11801,69,25.47,2,1757.43,2022-04-07,347,In Process,Ships,34.0,S224-5318,Customer_1614,+16-718-5072,9401 Main Street,Rome,10839,Italy,LastName_175,FirstName_51,Medium
11802,59,466.03,1,27495.77,2023-08-16,290,Disputed,Motorcycles,667.51,S934-3051,Customer_1503,+41-967-7199,9819 Main Street,London,49816,Spain,LastName_839,FirstName_1148,Large
11803,86,390.76,3,33605.36,2018-09-17,23,Cancelled,Trucks and Buses,442.1,S195-4244,Customer_1548,+9-628-2698,1817 Main Street,Amsterdam,93032,Canada,LastName_640,FirstName_20,Medium
11804,11,351.73,2,3869.03,2019-10-04,161,Disputed,Motorcycles,449.5,S701-1036,Customer_635,+40-561-1631,8231 Main Street,Sydney,64273,USA,LastName_1173,FirstName_1526,Medium
11805,7,405.27,4,2836.89,2023-01-31,51,On Hold,Ships,578.32,S569-9627,Customer_436,+9-122-4242,1714 Main Street,Paris,56358,Italy,LastName_557,FirstName_645,Medium
11806,17,473.72,2,8053.24,2023-02-18,167,Disputed,Vintage Cars,634.72,S909-1895,Customer_932,+93-374-1447,3646 Main Street,Berlin,68947,France,LastName_529,FirstName_1267,Large
11807,75,310.58,5,23293.5,2023-01-17,1,Resolved,Classic Cars,372.31,S209-4747,Customer_806,+96-729-5733,1458 Main Street,London,92585,Italy,LastName_1974,FirstName_616,Small
11808,1,418.39,1,418.39,2020-07-07,85,In Process,Trains,595.63,S459-4829,Customer_1926,+9-819-1745,5697 Main Street,Madrid,61980,Germany,LastName_180,FirstName_1404,Small
11809,11,23.11,5,254.21,2024-10-04,207,Disputed,Trucks and Buses,28.15,S905-2550,Customer_340,+42-331-7490,614 Main Street,Rome,47830,USA,LastName_126,FirstName_576,Medium
11810,38,475.79,4,18080.02,2023-03-16,306,On Hold,Planes,595.42,S750-9500,Customer_1211,+35-620-5134,8467 Main Street,Toronto,71249,USA,LastName_1840,FirstName_1331,Small
11811,52,405.98,1,21110.96,2018-08-08,233,In Process,Motorcycles,568.94,S555-8967,Customer_1945,+98-982-4635,7873 Main Street,Sydney,85251,France,LastName_1220,FirstName_405,Small
11812,5,227.63,1,1138.15,2019-03-30,37,In Process,Motorcycles,302.63,S877-7932,Customer_1705,+7-137-5555,388 Main Street,London,22166,France,LastName_587,FirstName_602,Small
11813,46,173.75,5,7992.5,2022-09-29,229,On Hold,Classic Cars,207.27,S781-9503,Customer_621,+85-678-7670,5611 Main Street,Sydney,31202,Germany,LastName_1163,FirstName_224,Medium
11814,100,343.06,2,34306.0,2020-08-17,184,Cancelled,Motorcycles,497.63,S875-1907,Customer_638,+80-811-3950,6304 Main Street,Rome,55610,Germany,LastName_1474,FirstName_791,Large
11815,15,479.05,5,7185.75,2023-05-11,331,In Process,Classic Cars,546.84,S565-4546,Customer_1970,+73-989-5971,7006 Main Street,London,45788,Netherlands,LastName_1015,FirstName_1470,Large
11816,20,465.26,2,9305.2,2024-04-13,178,Resolved,Vintage Cars,671.43,S777-4991,Customer_1712,+80-257-8850,6358 Main Street,Amsterdam,69406,Canada,LastName_535,FirstName_1437,Small
11817,31,144.0,2,4464.0,2019-05-25,246,Resolved,Vintage Cars,183.76,S134-8052,Customer_13,+47-472-2659,7827 Main Street,Berlin,51868,Spain,LastName_1245,FirstName_257,Small
11818,92,69.5,2,6394.0,2021-10-20,12,In Process,Ships,99.01,S670-4079,Customer_1914,+48-868-5308,6442 Main Street,Paris,62513,Germany,LastName_1679,FirstName_1214,Large
